Net Value Per Share (B),Total debt/Total net worth,Debt ratio %,Net worth/Assets,Total Asset Turnover,Quick Assets/Total Assets,Current Assets/Total Assets,Quick Assets/Current Liability,Current Liability to Assets,Working Capital/Equity,Long-term Liability to Current Assets,Total expense/Assets,Working capitcal Turnover Rate,Cash Flow to Sales,Current Liability to Liability,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Net Income Flag,Equity to Liability,Bankrupt?,Operating Expense Rate,Total income/Total expense
0.186086,0.00239196,0.0611906,0.938809,0.209895,0.176579,0.351708,0.00762277,0.0428736,0.735025,0,0.0307999,0.593943,0.671543,0.640181,0.305677,0.0188595,0,0.802362,1,0.0630489,0,0.000116099,0.00226552
0.180566,0.00838417,0.141609,0.858391,0.0974513,0.179926,0.213131,0.00794498,0.0419089,0.733691,0.0333068,0.0216547,0.593942,0.671593,0.272,0.318249,0.030226,0,0.81216,1,0.0259,0,4.6e+09,0.00235782
0.179301,0.0054788,0.110772,0.889228,0.035982,0.198166,0.241585,0.00863957,0.0423672,0.733886,0.0259296,0.0123001,0.594003,0.671467,0.353139,0.307929,0.0270243,0,0.801425,1,0.0340097,0,0.000110086,0.00230604
0.18124,0.00499001,0.104363,0.895637,0.095952,0.392354,0.47685,0.00805296,0.0887985,0.735292,0.00128225,0.0208006,0.593974,0.671599,0.799081,0.318816,0.0289545,0,0.802731,1,0.0362759,0,0.000151021,0.00228566
0.156715,0.00798931,0.138011,0.861989,0.0854573,0.176364,0.248897,0.00226071,0.138559,0.72774,0,0.0422257,0.59385,0.671575,0.953488,0.315001,0.0858457,0,0.719704,1,0.0266619,0,0.000167095,0.00192155
0.172643,0.00986239,0.153702,0.846298,0.095952,0.242064,0.270849,0.00482178,0.0913303,0.731416,0.022965,0.0338346,0.593908,0.671583,0.560552,0.316746,0.0520882,0,0.792393,1,0.0235833,0,0.000184556,0.00221201
0.178754,0.0058691,0.115609,0.884391,0.14093,0.153375,0.259177,0.00565003,0.0502573,0.733788,0.0165902,0.0172023,0.593935,0.671586,0.403584,0.318116,0.0299185,0,0.780554,1,0.0324636,0,8.01e+09,0.00207718
0.177068,0.00322728,0.0770324,0.922968,0.124438,0.338578,0.393861,0.0112427,0.0551824,0.73528,0.00528078,0.0248948,0.593965,0.671569,0.66263,0.314038,0.0217136,0,0.806318,1,0.049928,0,0.000165245,0.0023011
0.197632,0.00417202,0.0925719,0.907428,0.130435,0.686689,0.730949,0.0129192,0.0968839,0.738856,8.01e+09,0.0210263,0.594024,0.671655,0.981036,0.329372,0.020618,0,0.874452,1,0.0412205,0,0.000167789,0.00286757
0.18263,0.00392125,0.0886719,0.911328,0.0494753,0.341649,0.351922,0.0707215,0.00855867,0.737247,0.020364,0.00780711,0.594137,0.671333,0.0800318,0.298365,0.0036884,0,0.834655,1,0.0431387,0,0.000159925,0.0030763
0.226076,0.00810148,0.139069,0.860931,0.0614693,0.077332,0.194454,0.00241043,0.0598852,0.732016,0.0401768,0.0109003,0.593917,0.671576,0.40162,0.315055,0.0472037,0,0.820394,1,0.026438,0,0.000113439,0.00261291
0.197126,0.00663055,0.124346,0.875654,0.0584708,0.198104,0.257123,0.00381094,0.0943785,0.731038,0.0127656,0.0160508,0.593892,0.671598,0.715535,0.317385,0.0566405,0,0.83454,1,0.0299603,0,0.000145471,0.00264055
0.176436,0.00358019,0.0831091,0.916891,0.175412,0.421184,0.467491,0.0129154,0.0596557,0.736307,0.00630428,0.0177444,0.593963,0.671605,0.666329,0.322911,0.0197923,0,0.826486,1,0.04616,0,8.57e+09,0.00252386
0.18183,0.00876262,0.144904,0.855096,0.218891,0.416696,0.498615,0.00649696,0.116359,0.734682,0.0073027,0.0318092,0.593933,0.671572,0.761128,0.314445,0.0363386,0,0.817782,1,0.0252329,0,0.000126275,0.00234719
0.192112,0.00380361,0.0867672,0.913233,0.095952,0.280451,0.564569,0.00905792,0.0567997,0.73809,0.00219744,0.0207071,0.594029,0.671573,0.607712,0.314673,0.015587,0,0.813022,1,0.0441237,0,0.000157728,0.00237079
0.220766,0.00727528,0.131118,0.868882,0.0734633,0.141374,0.204945,0.00817847,0.0322414,0.734053,0.045084,0.0108915,0.593957,0.671573,0.223442,0.314625,0.0241728,0,0.816294,1,0.0282451,0,9.2e+09,0.00254894
0.177869,0.00391122,0.0884905,0.91151,0.0614693,0.237467,0.276564,0.0141803,0.0308466,0.734849,0.0179886,0.010756,0.593999,0.671561,0.318542,0.313426,0.0172119,0,0.800563,1,0.0432196,0,7.98e+09,0.00230326
0.165775,0.0095341,0.151162,0.848838,0.110945,0.227381,0.283414,0.00956491,0.0438037,0.735288,0.0190035,0.0157715,0.593951,0.671571,0.266363,0.314245,0.0238731,0,0.796095,1,0.0240363,0,8.46e+09,0.00223158
0.182883,0.00871702,0.144511,0.855489,0.118441,0.411176,0.51087,0.0120042,0.0626489,0.738809,0.0148708,0.0152867,0.594001,0.671626,0.404774,0.326652,0.0190256,0,0.811876,1,0.0253102,0,0.00012269,0.00240791
0.194387,0.00249227,0.0632161,0.936784,0.0929535,0.340158,0.381822,0.0119049,0.0523686,0.73504,0,0.0118008,0.593982,0.67156,0.760145,0.312948,0.0212477,0,0.8115,1,0.0610388,0,7.19e+08,0.00245501
0.183178,0.00538396,0.109563,0.890437,0.157421,0.35307,0.445993,0.0131373,0.049254,0.737147,0.00859755,0.0180064,0.593968,0.671571,0.417081,0.314135,0.0171048,0,0.791669,1,0.0344161,0,7.84e+09,0.0021894
0.18006,0.00413099,0.091937,0.908063,0.145427,0.277535,0.320087,0.00587717,0.0860687,0.732656,0.00377044,0.0112228,0.593924,0.671572,0.876102,0.314435,0.0416519,0,0.808566,1,0.0415224,0,1.63e+09,0.00242196
0.195609,0.00278135,0.0688394,0.931161,0.25937,0.428476,0.575447,0.0141051,0.0555801,0.737826,0,0.0242886,0.59396,0.67157,0.74397,0.313897,0.0149582,0,0.833022,1,0.0560045,0,7.16e+09,0.00249065
0.154524,0.0194193,0.201772,0.798228,0.0974513,0.16337,0.20207,0.00480479,0.0625785,0.732044,0.0409515,0.0366339,0.593916,0.671572,0.287461,0.314418,0.0475159,0,0.768874,1,0.0170578,0,3.79e+09,0.00210373
0.182083,0.00334674,0.0791184,0.920882,0.0524738,0.124072,0.166518,0.019024,0.0120932,0.733965,0.0330276,0.00719127,0.593988,0.671569,0.133098,0.314282,0.0111824,0,0.806505,1,0.0485705,0,8.45e+09,0.00248062
0.182925,0.0038638,0.0877649,0.912235,0.110945,0.349908,0.447832,0.0143514,0.0446946,0.736872,0.00658241,0.0228586,0.593992,0.671555,0.470582,0.311488,0.0154448,0,0.806599,1,0.0436091,0,0.000122806,0.00230954
0.150057,0.00512589,0.106176,0.893824,0.0704648,0.122628,0.186579,0.00235173,0.0943337,0.729876,0.00122979,0.0157682,0.593869,0.671573,0.835348,0.31464,0.0773504,0,0.796533,1,0.0356044,0,0.00013356,0.00223633
0.191522,0.00547607,0.110742,0.889258,0.109445,0.205466,0.22585,0.00649534,0.0581737,0.732669,0.0197345,0.0230933,0.593926,0.671582,0.48963,0.316386,0.0396339,0,0.832647,1,0.0340208,0,0.000176577,0.00250136
0.180734,0.00637157,0.121474,0.878526,0.130435,0.196953,0.289396,0.00808057,0.045002,0.734759,0.0198156,0.0116702,0.593948,0.671596,0.342554,0.320188,0.0240263,0,0.810077,1,0.0307477,0,7.44e+09,0.00243671
0.180523,0.00483864,0.102277,0.897723,0.113943,0.312539,0.365962,0.0140525,0.0408201,0.736042,0.0165759,0.0215002,0.593979,0.671568,0.368153,0.313865,0.0172542,0,0.812283,1,0.0370679,0,0.000172761,0.00235972
0.181535,0.0032136,0.0767905,0.923209,0.130435,0.574629,0.653934,0.0138341,0.0758278,0.738231,0,0.0217981,0.594005,0.671583,0.917362,0.316632,0.0180038,0,0.812831,1,0.0500945,0,0.000143967,0.00236224
0.18006,0.00410089,0.0914835,0.908516,0.0464768,0.24676,0.276738,0.0514164,0.0085643,0.736085,0.0267823,0.00770152,0.594074,0.671558,0.0772635,0.313484,0.00474921,0,0.801033,1,0.0417456,0,0.000119452,0.00234276
0.226581,0.00646732,0.122532,0.877468,0.0854573,0.128589,0.213953,0.00798021,0.0301567,0.734253,0.0427601,0.00808746,0.593955,0.671572,0.223322,0.314507,0.0216792,0,0.826254,1,0.0304495,0,5.98e+09,0.00286967
0.185959,0.00528,0.108232,0.891768,0.0854573,0.2381,0.263199,0.00669307,0.0652169,0.732917,0.0165297,0.0177457,0.593932,0.67157,0.563129,0.314209,0.0382474,0,0.800305,1,0.0348836,0,0.000109392,0.00227191
0.176689,0.00370877,0.0852254,0.914775,0.172414,0.406711,0.47278,0.00836964,0.0885734,0.734935,0,0.0160662,0.593947,0.67157,0.970702,0.314044,0.0291282,0,0.821742,1,0.0449616,0,8.57e+09,0.00250414
0.190468,0.00571864,0.113795,0.886205,0.17991,0.355122,0.405233,0.00909228,0.0713926,0.73519,0.0115386,0.0209939,0.593946,0.671575,0.587751,0.31541,0.0273416,0,0.818215,1,0.0330332,0,0.000106848,0.0024111
0.194514,0.00402612,0.0903044,0.909696,0.103448,0.316764,0.522152,0.00760497,0.0760893,0.736478,0,0.0147724,0.593997,0.671555,0.786749,0.311882,0.0226412,0,0.822854,1,0.0423113,0,0.000131247,0.002541
0.193081,0.00626579,0.120265,0.879735,0.2009,0.461903,0.639081,0.00951961,0.0884592,0.73871,0.00523587,0.0328999,0.593971,0.671573,0.692348,0.314843,0.0215249,0,0.822874,1,0.0310865,0,0.000138533,0.00236973
0.182167,0.00502011,0.104786,0.895214,0.214393,0.333713,0.386619,0.00620655,0.0977783,0.733204,0,0.0285063,0.593924,0.671556,0.877744,0.308579,0.0392781,0,0.805085,1,0.0361234,0,0.000108698,0.0022847
0.173528,0.0162312,0.189739,0.810261,0.137931,0.472804,0.625051,0.00467814,0.181506,0.733146,0.00166652,0.0154285,0.593925,0.67158,0.914963,0.317125,0.0453537,0,0.7894,1,0.0183874,1,9.89e+09,0.00215752
0.239476,0.00485231,0.102488,0.897512,0.089955,0.174574,0.231012,0.0108738,0.0297723,0.73433,0.0313025,0.00742536,0.59396,0.671569,0.264773,0.31408,0.0198478,0,0.841616,1,0.036995,0,6.27e+09,0.00327977
0.236568,0.00584175,0.115276,0.884724,0.0794603,0.188223,0.258008,0.00787054,0.0441968,0.734129,0.0249392,0.0089857,0.593959,0.671567,0.354418,0.313764,0.0264257,0,0.835515,1,0.032564,0,8.11e+09,0.0029817
0.183768,0.00487511,0.10279,0.89721,0.089955,0.438311,0.486711,0.0183147,0.0437868,0.737981,0.0107744,0.0140378,0.594029,0.671642,0.393858,0.32505,0.0139132,0,0.809804,1,0.0368744,0,5.56e+09,0.00239853
0.172391,0.00946844,0.150648,0.849352,0.115442,0.393977,0.452046,0.0143113,0.0504075,0.738661,0.0144041,0.0277873,0.593988,0.671589,0.30962,0.318861,0.0172737,0,0.77767,1,0.024131,0,8.49e+09,0.00211762
0.184653,0.00616548,0.119116,0.880884,0.103448,0.270208,0.373888,0.0091505,0.0542122,0.735754,0.01487,0.0182443,0.59397,0.671582,0.42349,0.316452,0.0224641,0,0.814659,1,0.0314184,0,0.000128703,0.00240512
0.196747,0.00145086,0.0403604,0.95964,0.134933,0.352353,0.389216,0.0219653,0.0293555,0.735846,0,0.0100379,0.593978,0.671584,0.645614,0.316577,0.0116357,0,0.816481,1,0.0944248,0,5.3e+09,0.00257923
0.186507,0.00687312,0.126976,0.873024,0.193403,0.41209,0.538825,0.0240309,0.0313402,0.740676,0.0152968,0.0210267,0.593976,0.671576,0.224215,0.316158,0.00893996,0,0.798872,1,0.0292781,0,6.06e+09,0.00225372
0.175677,0.00465169,0.0996463,0.900354,0.2009,0.282843,0.341182,0.00598392,0.0861504,0.733041,0.00566343,0.010741,0.593924,0.671581,0.810738,0.317587,0.0391474,0,0.785955,1,0.0381187,0,1.11e+09,0.00207119
0.194134,0.00257252,0.0647882,0.935212,0.32084,0.460665,0.580691,0.0157233,0.0535891,0.737894,0,0.0194197,0.593949,0.67158,0.75987,0.318238,0.0142848,0,0.825435,1,0.0595388,0,5.12e+09,0.00248927
0.167207,0.00954596,0.151253,0.848747,0.145427,0.127362,0.182988,0.00462932,0.0511005,0.732421,0.0424436,0.0132282,0.593919,0.67157,0.312771,0.313738,0.0427391,0,0.802341,1,0.0240197,0,2.51e+09,0.00231252
0.1844,0.00276767,0.0685673,0.931433,0.0704648,0.10988,0.163186,0.00999226,0.0207071,0.733407,0.0208491,0.00646283,0.593956,0.671569,0.271954,0.314268,0.0194319,0,0.812064,1,0.0562202,0,6.6e+09,0.00265565
0.197337,0.00346802,0.0812045,0.918796,0.104948,0.320383,0.406371,0.0161403,0.0364151,0.736496,0.00516412,0.0169618,0.594003,0.671583,0.411706,0.316088,0.0138483,0,0.812198,1,0.0472774,0,0.000125003,0.00239358
0.171211,0.00358931,0.0832603,0.91674,0.047976,0.12815,0.17103,0.00299061,0.0783477,0.73067,0,0.018351,0.593871,0.67157,0.876948,0.314346,0.0698948,0,0.781655,1,0.0460689,0,0.00016536,0.00209698
0.202857,0.00501464,0.104695,0.895305,0.0989505,0.196682,0.222814,0.00651215,0.0556112,0.732739,0.0199165,0.0218342,0.593929,0.671562,0.49437,0.312844,0.0383934,0,0.826821,1,0.0361527,0,0.000179237,0.00247144
0.19089,0.00316709,0.075944,0.924056,0.166417,0.181468,0.300849,0.00679118,0.0493467,0.734134,0.00186077,0.0128373,0.59394,0.671572,0.599611,0.314582,0.0253591,0,0.828974,1,0.050659,0,6.55e+09,0.00266926
0.178459,0.00718682,0.130211,0.869789,0.107946,0.262913,0.33476,0.00627258,0.0765831,0.733746,0.0162064,0.0254823,0.59394,0.671577,0.552289,0.31556,0.0354498,0,0.799065,1,0.0284621,0,0.000162122,0.00225086
0.177953,0.00326923,0.077758,0.922242,0.142429,0.547662,0.66883,0.0125644,0.0795508,0.738301,0,0.023319,0.593999,0.671601,0.951244,0.320744,0.0184739,0,0.805341,1,0.0494446,0,0.000132866,0.00229876
0.180439,0.00116817,0.0334069,0.966593,0.0944528,0.173856,0.23839,0.0165683,0.0193988,0.734226,0,0.0109727,0.593968,0.671584,0.505964,0.315937,0.0125393,0,0.80451,1,0.112642,0,8.53e+09,0.00236324
0.248704,0.00449302,0.0973788,0.902621,0.104948,0.141461,0.230203,0.0067385,0.0390896,0.733742,0.0249932,0.00696865,0.593945,0.671565,0.369836,0.313416,0.0261446,0,0.849847,1,0.0390713,0,4.9e+09,0.00355012
0.193123,0.00522803,0.107537,0.892463,0.113943,0.189175,0.229742,0.00541339,0.0641896,0.732377,0.0184414,0.0208301,0.593921,0.671573,0.557539,0.314615,0.0430066,0,0.809781,1,0.0351227,0,9.46e+09,0.00234338
0.177742,0.00259441,0.0652417,0.934758,0.2009,0.312963,0.440061,0.00865876,0.066154,0.735262,0,0.0184442,0.593947,0.671567,0.934193,0.313085,0.0233301,0,0.823381,1,0.0591319,0,8.11e+09,0.00248397
0.188572,0.0087307,0.144602,0.855398,0.14093,0.260313,0.47095,0.00445585,0.105851,0.734822,0.00960953,0.0216335,0.593942,0.671569,0.692517,0.313691,0.034973,0,0.806331,1,0.0252883,0,0.000112167,0.00231193
0.198306,0.0033057,0.0783928,0.921607,0.122939,0.215111,0.450754,0.00559195,0.0704532,0.735411,0,0.0220712,0.593967,0.671572,0.834661,0.314466,0.0242673,0,0.823267,1,0.0490316,0,0.000147205,0.00244135
0.192449,0.00698985,0.128186,0.871814,0.184408,0.473991,0.670385,0.00768934,0.11201,0.738121,0.00216233,0.0299708,0.593964,0.671578,0.826496,0.316581,0.0260295,0,0.822927,1,0.0289667,0,0.000142233,0.0023837
0.184316,0.00633874,0.121111,0.878889,0.247376,0.394376,0.465739,0.00661281,0.108317,0.734181,0,0.0297271,0.593928,0.671572,0.844832,0.314384,0.036189,0,0.813818,1,0.0308502,0,0.000100488,0.00233262
0.177658,0.0114573,0.164797,0.835203,0.05997,0.186402,0.577342,0.00227894,0.145062,0.734721,0.00168263,0.0196934,0.593967,0.671566,0.838217,0.313548,0.0391913,0,0.771996,1,0.0217466,1,0.000132519,0.00202228
0.171969,0.01319,0.175076,0.824924,0.0344828,0.0565672,0.446868,0.000884934,0.111314,0.734389,0.013141,0.0160185,0.593988,0.671568,0.602444,0.314197,0.0387532,0,0.799814,1,0.020249,1,0.000123153,0.0022712
0.173402,0.0192624,0.201227,0.798773,0.029985,0.107398,0.646078,0.000979993,0.183544,0.733797,0.000399602,0.0156381,0.593965,0.671552,0.872742,0.312409,0.0443787,0,0.782938,1,0.0171132,1,0.000143621,0.00208793
0.202562,0.00748776,0.133235,0.866765,0.047976,0.0580139,0.111228,0.003343,0.0337274,0.732053,0.0489994,0.00830205,0.593919,0.671583,0.23048,0.315531,0.04556,0,0.806582,1,0.027743,0,0.000104998,0.0024487
0.166912,0.00600498,0.117242,0.882758,0.0824588,0.115536,0.201367,0.00337449,0.0632552,0.731927,0.0221121,0.0116674,0.593915,0.671569,0.50417,0.314007,0.0481922,0,0.793032,1,0.031973,0,7.2e+09,0.00218735
0.179638,0.00152746,0.0422046,0.957795,0.0704648,0.22501,0.244359,0.0185079,0.0223623,0.734256,8.13e+08,0.0198909,0.593987,0.67153,0.470504,0.310645,0.0141038,0,0.793888,1,0.0905411,0,0.000172183,0.00221229
0.171295,0.00723789,0.130756,0.869244,0.0614693,0.05036,0.223145,0.000929368,0.0963576,0.730185,0.0170494,0.00725754,0.593872,0.671578,0.695499,0.315233,0.0664093,0,0.782429,1,0.0283365,0,7.37e+08,0.00191214
0.178754,0.00681567,0.126342,0.873658,0.0329835,0.150226,0.307145,0.00406002,0.0679847,0.733713,0.00863168,0.0210854,0.593993,0.67156,0.503798,0.313781,0.0342522,0,0.772413,1,0.0294357,0,8.19e+09,0.00203936
0.170916,0.00328838,0.0780905,0.921909,0.0524738,0.0708667,0.239357,0.00183637,0.071273,0.732107,0,0.0163366,0.593921,0.67157,0.847615,0.314371,0.0458753,0,0.799584,1,0.0492251,0,0.000248156,0.00226799
0.169314,0.00259988,0.0653324,0.934668,0.0569715,0.247301,0.372665,0.00757277,0.0599303,0.734577,0,0.0185404,0.594004,0.671548,0.844038,0.312508,0.0249256,0,0.773151,1,0.0590315,0,0.000225376,0.00202001
0.173444,0.00603234,0.117544,0.882456,0.0269865,0.112895,0.160941,0.00234727,0.0873897,0.729691,0,0.00652908,0.593787,0.671557,0.699402,0.313797,0.0826465,0,0.808696,1,0.031876,0,0.000101182,0.00256328
0.174203,0.00449484,0.0973788,0.902621,0.103448,0.0563249,0.415039,0.00238037,0.0454477,0.736516,0.00255764,0.00776054,0.593992,0.671556,0.431803,0.311844,0.0169514,0,0.801954,1,0.0390612,0,5.31e+09,0.00236215
0.181703,0.00636063,0.121353,0.878647,0.0794603,0.189144,0.299192,0.0039468,0.0872439,0.732306,0.0135302,0.013833,0.593923,0.671571,0.676642,0.314341,0.045123,0,0.81387,1,0.0307808,0,8.45e+09,0.00245121
0.175298,0.00699167,0.128216,0.871784,0.0824588,0.104065,0.229862,0.00380591,0.0510274,0.733292,0,0.00964788,0.593939,0.671598,0.369472,0.318691,0.0341737,0,0.797408,1,0.0289627,0,6.31e+09,0.00225586
0.173613,0.00223785,0.0580161,0.941984,0.047976,0.115922,0.287999,0.0042432,0.050855,0.733717,0,0.00868963,0.59399,0.671572,0.800684,0.314518,0.0272875,0,0.791616,1,0.0664856,0,4.53e+09,0.00214494
0.181703,0.00401153,0.0900928,0.909907,0.0614693,0.169034,0.243534,0.00607176,0.0514351,0.73324,0.0180101,0.00886739,0.593953,0.671552,0.529468,0.3126,0.0325507,0,0.804678,1,0.0424264,0,7.18e+09,0.00239809
0.17416,0.00489426,0.103063,0.896937,0.104948,0.150524,0.275553,0.00563304,0.0495035,0.733995,0.0175608,0.0168574,0.593948,0.671551,0.445683,0.3108,0.0277443,0,0.808117,1,0.0367707,0,0.000117834,0.00235325
0.180945,0.00797016,0.13786,0.86214,0.107946,0.161477,0.3878,0.00259974,0.111622,0.732541,0.00862783,0.0268558,0.593922,0.671574,0.766552,0.315028,0.0447198,0,0.788819,1,0.0267009,0,9.74e+09,0.00218463
0.183094,0.00403159,0.0903951,0.909605,0.0914543,0.155113,0.252398,0.00315405,0.0893776,0.731369,0.00232837,0.0104219,0.593903,0.671511,0.925205,0.306256,0.0546206,0,0.811547,1,0.0422648,0,9.7e+09,0.00248554
0.192196,0.00334036,0.0790277,0.920972,0.116942,0.163134,0.278413,0.00884837,0.0342407,0.734579,0.017679,0.0139325,0.593964,0.671553,0.397073,0.311549,0.018984,0,0.850888,1,0.0486373,0,9.92e+09,0.0029033
0.16982,0.00273393,0.0679324,0.932068,0.101949,0.197721,0.22835,0.00729471,0.0499827,0.732958,0.00164208,0.0197919,0.593933,0.671551,0.676655,0.31105,0.0336914,0,0.79545,1,0.0567647,0,7.48e+09,0.00222568
0.169357,0.0048815,0.102881,0.897119,0.065967,0.10678,0.510191,0.00214557,0.090203,0.735766,0,0.0170955,0.594021,0.671575,0.823379,0.31484,0.0274991,0,0.779772,1,0.0368391,0,6.3e+08,0.00206841
0.17357,0.00751512,0.133507,0.866493,0.116942,0.234481,0.363526,0.00465563,0.0916074,0.733368,0.0129149,0.0272469,0.593933,0.671586,0.646989,0.317659,0.039104,0,0.788729,1,0.0276794,0,0.000142233,0.00218471
0.179681,0.00521799,0.107416,0.892584,0.0629685,0.108164,0.173263,0.00397989,0.0506804,0.732155,0.0357008,0.0102775,0.593921,0.671522,0.438167,0.30953,0.0446912,0,0.803461,1,0.0351692,0,8.64e+09,0.00235482
0.167797,0.010591,0.158993,0.841007,0.0644678,0.183978,0.244714,0.00272897,0.120888,0.728412,0.0179556,0.032056,0.593854,0.671572,0.721594,0.314525,0.0761458,0,0.769364,1,0.0226761,0,7.57e+09,0.00208832
0.177447,0.00623569,0.119932,0.880068,0.115442,0.195141,0.41846,0.00410872,0.0864962,0.734619,0.00949822,0.020865,0.593952,0.671575,0.678626,0.315031,0.0321113,0,0.797484,1,0.0311849,0,0.000144893,0.00224255
0.181113,0.00269198,0.0671161,0.932884,0.0989505,0.169406,0.221884,0.0052504,0.0594353,0.732408,0.000694196,0.0168474,0.593925,0.671591,0.815754,0.317027,0.0411997,0,0.817458,1,0.0574532,0,0.000127431,0.002448
0.197505,0.00165331,0.0451371,0.954863,0.152924,0.460871,0.604147,0.0172247,0.0489425,0.737946,8.48e+08,0.0207605,0.593997,0.671502,0.97444,0.300068,0.0125193,0,0.821949,1,0.0848868,0,9.75e+09,0.00244385
0.177742,0.00996088,0.154428,0.845572,0.185907,0.369311,0.46581,0.00716227,0.0938791,0.73582,0.0132667,0.0246858,0.593944,0.671554,0.573812,0.3079,0.0313415,0,0.806153,1,0.0234531,0,0.000120262,0.00230057
0.185243,0.0033823,0.0797231,0.920277,0.118441,0.209882,0.429407,0.00551494,0.0697253,0.735138,0.00378426,0.0220154,0.593966,0.671583,0.812548,0.316484,0.0252046,0,0.815459,1,0.0481829,0,0.000131594,0.00238132
0.215457,0.00143992,0.0401185,0.959881,0.0509745,0.0723846,0.235464,0.00305364,0.044999,0.733152,0,0.00736868,0.593971,0.671577,0.99831,0.314832,0.0294352,0,0.80774,1,0.0949674,0,0.00012535,0.0025032
0.176267,0.00362943,0.0839254,0.916075,0.122939,0.202327,0.277263,0.00419797,0.08774,0.731864,0,0.0124603,0.593914,0.671564,0.975966,0.313138,0.0489036,0,0.81744,1,0.0456937,0,8.55e+09,0.0025245
0.211369,0.000749596,0.0223418,0.977658,0.0974513,0.291565,0.357472,0.0227976,0.0234153,0.735436,0,0.0114746,0.594013,0.671508,0.871297,0.308027,0.0100911,0,0.811233,1,0.161061,0,7.93e+09,0.00245743
0.244364,0.00390392,0.0883998,0.9116,0.185907,0.218335,0.351975,0.00564852,0.0707811,0.733964,0.00154008,0.0179709,0.593938,0.671572,0.746539,0.314554,0.0311726,0,0.832166,1,0.0432783,0,9.24e+08,0.00257413
0.186718,0.00851184,0.142728,0.857272,0.256372,0.443255,0.570694,0.00662214,0.121386,0.73586,0.00289884,0.0197426,0.593938,0.671572,0.806504,0.314541,0.0331471,0,0.826101,1,0.0256684,0,7.37e+08,0.00249079
0.177784,0.0168495,0.192309,0.807691,0.130435,0.151479,0.478367,0.00170354,0.155578,0.731179,0.00919716,0.0314085,0.593909,0.67157,0.771861,0.313739,0.0506801,0,0.802029,1,0.0180905,0,0.000187331,0.00226303
0.182967,0.0082866,0.140732,0.859268,0.238381,0.196127,0.42608,0.00322238,0.109791,0.733506,0.00870273,0.0371105,0.593924,0.67157,0.738441,0.313694,0.0400703,0,0.817154,1,0.026082,0,0.00012986,0.00232755
0.176057,0.0388377,0.24059,0.75941,0.41979,0.471567,0.898424,0.00350329,0.239179,0.739296,0.00118912,0.0460533,0.593924,0.671569,0.955562,0.308114,0.0416701,0,0.801792,1,0.0136567,0,9.68e+08,0.00225162
0.169104,0.00764643,0.134776,0.865224,0.109445,0.182301,0.323137,0.00309678,0.106257,0.731549,0.00950545,0.0154453,0.59391,0.671571,0.745489,0.314365,0.0509604,0,0.80482,1,0.0273857,0,5.7e+09,0.00232807
0.176689,0.00363582,0.0840463,0.915954,0.193403,0.455718,0.528917,0.0114004,0.0730139,0.73661,0.0011275,0.0175703,0.593964,0.671571,0.809196,0.3142,0.0214416,0,0.806377,1,0.0456265,0,7.78e+09,0.00233134
0.179175,0.00760266,0.134353,0.865647,0.0824588,0.153854,0.280509,0.00382219,0.0737389,0.732861,0.0107521,0.0108587,0.593931,0.671573,0.51498,0.314633,0.0406265,0,0.789878,1,0.0274829,0,5.89e+09,0.00213459
